id,gender,age,class,embarked,country,fare,sibsp,parch,survived
785,male,24.0,3rd,Queenstown,Ireland,23.05,2.0,0.0,yes
786,male,32.0,2nd,Southampton,Australia,13.1,0.0,0.0,no
787,male,32.0,2nd,Southampton,Canada,13.0,0.0,0.0,no
788,female,31.0,3rd,Queenstown,Ireland,7.1508,0.0,0.0,yes
789,male,20.0,3rd,Queenstown,Ireland,15.1,0.0,0.0,no
790,male,35.0,1st,Southampton,Ireland,26.0509,0.0,0.0,yes
791,female,22.0,3rd,Queenstown,Ireland,7.1707,0.0,0.0,yes
792,female,17.0,3rd,Queenstown,United States,8.0,0.0,0.0,yes
793,female,42.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
794,male,46.0,2nd,Southampton,Channel Islands,26.0,0.0,0.0,no
795,male,19.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
796,male,27.0,3rd,Southampton,England,16.02,1.0,0.0,no
797,female,19.0,3rd,Southampton,England,16.02,1.0,0.0,no
798,female,32.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
799,female,62.0,3rd,Southampton,England,8.01,0.0,0.0,no
800,male,22.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
801,female,32.0,3rd,Southampton,England,8.01,0.0,0.0,no
802,female,13.0,2nd,Southampton,England,19.1,0.0,1.0,yes
803,female,42.0,2nd,Southampton,England,19.1,0.0,1.0,yes
804,male,19.0,2nd,Southampton,England,10.1,0.0,0.0,yes
805,male,48.0,3rd,Southampton,Italy,8.01,0.0,0.0,no
806,male,28.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
807,male,31.0,2nd,Southampton,England,13.0,0.0,0.0,no
808,male,28.0,1st,Cherbourg,United States,82.0305,1.0,0.0,no
809,female,25.0,1st,Cherbourg,United States,82.0305,1.0,0.0,yes
810,male,21.0,3rd,Southampton,Norway,7.1506,0.0,0.0,yes
811,male,28.0,3rd,Southampton,Bulgaria,7.1711,0.0,0.0,no
812,male,23.0,3rd,Southampton,England,8.01,0.0,0.0,no
813,male,65.0,1st,Cherbourg,United States,26.11,0.0,0.0,no
814,male,48.0,2nd,Southampton,Denmark,13.0,0.0,0.0,no
815,male,44.0,1st,Queenstown,United States,90.0,2.0,0.0,no
816,female,33.0,1st,Queenstown,United States,90.0,1.0,0.0,yes
817,female,37.0,1st,Queenstown,United States,90.0,1.0,0.0,yes
818,male,24.0,3rd,Southampton,,7.1711,0.0,0.0,no
819,male,21.0,3rd,Southampton,Bulgaria,7.1711,0.0,0.0,no
820,male,72.0,2nd,Southampton,England,10.1,0.0,0.0,no
821,male,23.0,3rd,Southampton,,7.1711,0.0,0.0,no
822,female,23.0,3rd,Queenstown,Ireland,7.1707,0.0,0.0,yes
823,male,30.0,1st,Cherbourg,United States,57.15,1.0,0.0,yes
824,male,27.0,3rd,Southampton,Norway,7.13,0.0,0.0,no
825,male,55.0,1st,Southampton,Canada,30.1,0.0,0.0,no
826,male,27.0,2nd,Southampton,England,13.0,0.0,0.0,no
827,male,47.0,1st,Southampton,United States,42.08,0.0,0.0,no
828,male,19.0,3rd,Southampton,England,8.01,0.0,0.0,no
829,male,7.0,3rd,Southampton,,12.0906,0.0,1.0,yes
830,female,29.0,3rd,Southampton,,12.0906,0.0,1.0,yes
831,female,28.0,3rd,Queenstown,Ireland,24.03,1.0,0.0,yes
832,male,28.0,3rd,Queenstown,Ireland,24.03,1.0,0.0,no
833,male,54.0,2nd,Southampton,United States,14.0,0.0,0.0,no
834,male,38.0,2nd,Southampton,England,26.0,0.0,0.0,no
835,male,34.0,3rd,Southampton,England,8.01,0.0,0.0,no
836,male,30.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
837,male,29.0,3rd,Southampton,Norway,7.1506,0.0,0.0,yes
838,female,35.0,3rd,Cherbourg,Lebanon,7.0407,0.0,0.0,yes
839,male,28.0,3rd,Southampton,England,8.01,0.0,0.0,no
840,male,4.0,3rd,Cherbourg,Lebanon,15.0411,1.0,1.0,yes
841,male,7.0,3rd,Cherbourg,Lebanon,15.0411,1.0,1.0,yes
842,female,25.0,3rd,Cherbourg,Lebanon,15.0411,0.0,2.0,yes
843,male,17.0,2nd,Southampton,England,10.1,0.0,0.0,no
844,female,21.0,3rd,Queenstown,Ireland,7.1408,0.0,0.0,yes
845,female,25.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
846,male,22.0,3rd,Southampton,England,8.01,0.0,0.0,no
847,female,18.0,3rd,Queenstown,Ireland,15.1,1.0,0.0,yes
848,female,25.0,3rd,Queenstown,Ireland,15.1,1.0,0.0,yes
849,female,31.0,3rd,Queenstown,Ireland,15.1,0.0,0.0,yes
850,female,22.0,3rd,Cherbourg,Lebanon,7.0406,0.0,0.0,yes
851,male,18.0,3rd,Southampton,Sweden,7.15,0.0,0.0,no
852,male,63.0,2nd,Queenstown,Ireland,9.1309,0.0,0.0,no
853,male,22.0,3rd,Southampton,Bulgaria,7.1711,0.0,0.0,no
854,female,15.0,3rd,Cherbourg,Lebanon,7.0406,0.0,0.0,yes
855,male,17.0,3rd,Cherbourg,Lebanon,7.0407,0.0,0.0,no
856,female,1.0,3rd,Cherbourg,Lebanon,15.141,0.0,2.0,yes
857,male,21.0,3rd,Cherbourg,Lebanon,15.141,1.0,1.0,yes
858,female,19.0,3rd,Cherbourg,Lebanon,15.141,1.0,1.0,yes
859,male,36.0,3rd,Southampton,England,8.01,0.0,0.0,no
860,male,32.0,3rd,Southampton,,7.1711,0.0,0.0,no
861,male,20.0,3rd,Cherbourg,Lebanon,7.0407,0.0,0.0,no
862,male,28.0,2nd,Cherbourg,United States,30.0105,1.0,0.0,no
863,female,14.0,2nd,Cherbourg,Lebanon,30.0105,1.0,0.0,yes
864,male,20.0,3rd,Cherbourg,Lebanon,7.0406,0.0,0.0,no
865,male,36.0,1st,Cherbourg,United States,29.14,0.0,1.0,no
866,female,21.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
867,male,2.0,2nd,Southampton,France,26.0,1.0,1.0,yes
868,male,3.0,2nd,Southampton,France,26.0,1.0,1.0,yes
869,male,32.0,2nd,Southampton,Slovakia (Modern day),26.0,0.0,2.0,no
870,male,22.0,3rd,Southampton,,7.1711,0.0,0.0,no
871,male,26.0,2nd,Southampton,England,13.0,0.0,0.0,no
872,female,31.0,1st,Cherbourg,United States,113.0506,1.0,0.0,yes
873,female,23.0,1st,Cherbourg,United States,113.0506,1.0,0.0,yes
874,male,58.0,1st,Cherbourg,United States,113.0506,0.0,2.0,no
875,female,19.0,1st,Southampton,United States,26.0508,0.0,2.0,yes
876,male,19.0,2nd,Southampton,England,36.15,1.0,1.0,no
877,male,60.0,1st,Southampton,England,26.0,0.0,0.0,no
878,female,29.0,3rd,Southampton,Finland,7.1806,0.0,0.0,no
879,male,28.0,3rd,Southampton,Sweden,8.01,0.0,0.0,no
880,female,18.0,3rd,Southampton,Sweden,7.1506,0.0,0.0,yes
881,female,26.0,3rd,Southampton,Sweden,7.1701,0.0,0.0,yes
882,male,21.0,3rd,Southampton,Sweden,7.1701,0.0,0.0,no
883,male,11.0,3rd,Cherbourg,Lebanon,11.041,1.0,0.0,yes
884,female,14.0,3rd,Cherbourg,Lebanon,11.041,1.0,0.0,yes
885,male,41.0,3rd,Southampton,Finland,7.0206,0.0,0.0,no
886,male,39.0,3rd,Southampton,United States,7.1806,0.0,0.0,yes
887,male,20.0,3rd,Cherbourg,Lebanon,7.0407,0.0,0.0,no
888,male,27.0,2nd,Southampton,Scotland,13.1,0.0,0.0,no
889,male,21.0,3rd,Southampton,England,7.16,0.0,0.0,no
890,male,20.0,1st,Cherbourg,Germany,13.1703,0.0,0.0,yes
891,female,29.0,2nd,Southampton,United States,10.1,0.0,0.0,yes
892,female,22.0,3rd,Southampton,Sweden,7.15,0.0,0.0,yes
893,male,60.0,3rd,Southampton,Norway,6.0409,0.0,0.0,no
894,male,21.0,3rd,Queenstown,Ireland,7.1607,0.0,0.0,no
895,female,26.0,3rd,Queenstown,Ireland,15.1,1.0,0.0,yes
896,male,27.0,3rd,Queenstown,Ireland,15.1,1.0,0.0,no
897,male,18.0,3rd,Queenstown,Ireland,7.1408,0.0,0.0,no
898,male,17.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
899,male,23.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
900,male,23.0,3rd,Southampton,Sweden,9.0406,0.0,0.0,no
901,female,24.0,3rd,Queenstown,Ireland,7.1707,0.0,0.0,yes
902,female,22.0,3rd,Southampton,Sweden,7.1506,0.0,0.0,yes
903,male,21.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
904,female,16.0,3rd,Queenstown,Ireland,7.1607,0.0,0.0,yes
905,female,39.0,1st,Cherbourg,Spain,108.18,0.0,0.0,yes
906,male,9.0,3rd,Southampton,Norway,3.0305,0.0,1.0,yes
907,male,28.0,3rd,Southampton,Norway,22.1006,0.0,0.0,no
908,male,42.0,3rd,Southampton,United States,8.0801,0.0,1.0,no
909,male,27.0,3rd,Southampton,Norway,7.0603,0.0,0.0,no
910,female,31.0,3rd,Southampton,Sweden,7.1701,0.0,0.0,no
911,male,28.0,3rd,Southampton,Sweden,7.1701,0.0,0.0,no
912,male,32.0,3rd,Southampton,Sweden,7.1506,0.0,0.0,yes
913,male,20.0,3rd,Southampton,Norway,9.0406,0.0,0.0,no
914,male,29.0,1st,Cherbourg,France,25.141,0.0,0.0,yes
915,female,23.0,3rd,Southampton,Croatia,8.1303,0.0,0.0,no
916,female,20.0,3rd,Southampton,Croatia,8.1303,0.0,0.0,no
917,male,20.0,3rd,Southampton,Croatia,8.1303,0.0,0.0,no
918,male,16.0,3rd,Southampton,Sweden,9.0404,0.0,0.0,no
919,female,22.0,1st,Southampton,United States,61.1907,0.0,1.0,yes
920,male,64.0,1st,Southampton,United States,61.1907,0.0,1.0,no
921,female,21.0,3rd,Queenstown,Ireland,7.1207,0.0,0.0,no
922,male,38.0,2nd,Southampton,United States,13.0,0.0,0.0,no
923,male,36.0,1st,Cherbourg,Cuba,27.1405,0.0,0.0,no
924,male,22.0,2nd,Southampton,England,10.1,0.0,0.0,yes
925,male,27.0,2nd,Cherbourg,Spain,13.1703,0.0,0.0,yes
926,male,23.0,2nd,Southampton,Canada,10.1,0.0,0.0,no
927,male,29.0,2nd,Cherbourg,Spain,13.1702,0.0,0.0,yes
928,male,2.0,3rd,Southampton,Sweden,21.0106,3.0,1.0,no
929,male,6.0,3rd,Southampton,Sweden,21.0106,3.0,1.0,no
930,female,3.0,3rd,Southampton,Sweden,21.0106,3.0,1.0,no
931,female,8.0,3rd,Southampton,Sweden,21.0106,3.0,1.0,no
932,female,29.0,3rd,Southampton,Sweden,21.0106,0.0,4.0,no
933,male,1.0,3rd,Southampton,Finland,39.1309,4.0,1.0,no
934,male,15.0,3rd,Southampton,United States,39.1309,4.0,1.0,no
935,male,7.0,3rd,Southampton,Finland,39.1309,4.0,1.0,no
936,male,2.0,3rd,Southampton,Finland,39.1309,4.0,1.0,no
937,male,16.0,3rd,Southampton,Finland,39.1309,4.0,1.0,no
938,female,41.0,3rd,Southampton,Finland,39.1309,0.0,5.0,no
939,male,17.0,2nd,Southampton,Channel Islands,10.1,0.0,0.0,no
940,male,21.0,2nd,Belfast,Northern Ireland,,0.0,0.0,no
941,female,59.0,2nd,Southampton,United States,26.0,0.0,1.0,yes
942,male,30.0,1st,Belfast,England,,0.0,0.0,no
943,male,40.0,1st,Southampton,England,28.1,0.0,0.0,no
944,male,21.0,3rd,Southampton,Slovenia,8.1303,0.0,0.0,no
945,male,20.0,3rd,Southampton,England,14.1,0.0,0.0,no
946,male,32.0,3rd,Southampton,Croatia,7.1711,0.0,0.0,no
947,male,23.0,1st,Southampton,Canada,93.1,0.0,0.0,no
948,male,0.5833333333,3rd,Southampton,England,13.1506,1.0,1.0,no
949,female,4.0,3rd,Southampton,England,13.1506,1.0,1.0,no
950,female,26.0,3rd,Southampton,England,13.1506,0.0,2.0,no
951,male,32.0,3rd,Southampton,England,7.0,0.0,0.0,no
952,female,22.0,1st,Southampton,England,66.12,1.0,0.0,yes
953,male,29.0,1st,Southampton,England,66.12,1.0,0.0,no
954,male,28.0,3rd,Southampton,Norway,7.1506,0.0,0.0,no
955,male,24.0,3rd,Southampton,England,8.01,0.0,0.0,no
956,male,21.0,3rd,Southampton,Finland,7.1806,0.0,0.0,no
957,male,25.0,3rd,Southampton,Finland,7.1806,0.0,0.0,no
958,female,22.0,1st,Cherbourg,Spain,108.18,1.0,0.0,yes
959,male,24.0,1st,Cherbourg,Spain,108.18,1.0,0.0,no
960,male,19.0,2nd,Southampton,England,10.1,0.0,0.0,no
961,male,24.0,3rd,Southampton,England,7.05,0.0,0.0,no
962,male,39.0,2nd,Cherbourg,France,15.01,0.0,0.0,no
963,female,33.0,1st,Southampton,Canada,93.1,0.0,0.0,yes
964,male,25.0,3rd,Southampton,Sweden,7.1506,1.0,0.0,yes
965,male,41.0,2nd,Southampton,Germany,13.0,0.0,0.0,no
966,female,28.0,3rd,Southampton,Croatia,7.1711,0.0,0.0,no
967,male,4.0,3rd,Cherbourg,Lebanon,22.0702,1.0,1.0,yes
968,female,2.0,3rd,Cherbourg,Lebanon,22.0702,1.0,1.0,yes
969,male,24.0,3rd,Southampton,England,8.01,0.0,0.0,no
970,female,28.0,3rd,Queenstown,Ireland,8.0209,0.0,0.0,no
971,male,19.0,3rd,Southampton,Bulgaria,7.1711,0.0,0.0,no
972,male,29.0,3rd,Southampton,Bulgaria,7.1711,0.0,0.0,no
973,female,18.0,3rd,Southampton,Sweden,7.1506,0.0,0.0,no
974,male,25.0,3rd,Southampton,Sweden,7.1506,1.0,0.0,no
975,male,52.0,1st,Southampton,Canada,30.1,0.0,0.0,yes
976,female,21.0,2nd,Southampton,England,21.0,0.0,1.0,yes
977,female,19.0,2nd,Southampton,England,26.0,0.0,0.0,yes
978,male,43.0,2nd,Southampton,England,21.0,0.0,1.0,no
979,male,33.0,3rd,Southampton,Poland,8.01,0.0,0.0,yes
980,female,32.0,2nd,Southampton,Poland,13.0,0.0,0.0,yes
981,male,27.0,3rd,Southampton,,7.1711,0.0,0.0,no
982,male,17.0,3rd,Southampton,Croatia,8.1303,0.0,0.0,no
983,male,24.0,3rd,Southampton,Croatia,8.1303,0.0,0.0,no
984,male,24.0,2nd,Southampton,England,13.0,0.0,0.0,no
985,male,30.0,2nd,Cherbourg,United States,12.1409,0.0,0.0,yes
986,male,46.0,1st,Southampton,United States,52.0,0.0,0.0,no
987,female,56.0,1st,Cherbourg,United States,83.0302,0.0,1.0,yes
988,male,27.0,2nd,Cherbourg,United States,15.0,0.0,0.0,no
989,male,16.0,3rd,Cherbourg,,8.1403,0.0,0.0,no
990,female,2.0,2nd,Southampton,,26.0,1.0,1.0,yes
991,female,8.0,2nd,Southampton,,26.0,1.0,1.0,yes
992,female,33.0,2nd,Southampton,,26.0,0.0,2.0,yes
993,male,27.0,3rd,Southampton,,7.1711,0.0,0.0,no
994,male,21.0,3rd,Cherbourg,Lebanon,7.0406,0.0,0.0,no
995,female,63.0,3rd,Southampton,Norway,8.0203,0.0,0.0,no
996,male,30.0,3rd,Cherbourg,Lebanon,7.0407,0.0,0.0,no
997,male,18.0,3rd,Southampton,Wales,7.05,0.0,0.0,no
998,male,36.0,2nd,Southampton,England,10.1,0.0,0.0,no
999,male,38.0,3rd,Southampton,Bosnia,7.1711,0.0,0.0,no
1000,male,33.0,2nd,Southampton,Channel Islands,21.0,1.0,0.0,no
1001,female,30.0,2nd,Southampton,Channel Islands,21.0,3.0,0.0,yes
1002,male,37.0,1st,Cherbourg,Netherlands,,0.0,0.0,no
1003,female,29.0,2nd,Southampton,Spain,13.0,0.0,0.0,yes
1004,male,21.0,3rd,Southampton,England,8.01,0.0,0.0,no
1005,male,33.0,1st,Cherbourg,United States,39.12,0.0,0.0,yes
1006,male,10.0,3rd,Queenstown,Ireland,29.0206,4.0,1.0,no
1007,male,4.0,3rd,Queenstown,Ireland,29.0206,4.0,1.0,no
1008,male,7.0,3rd,Queenstown,Ireland,29.0206,4.0,1.0,no
1009,male,2.0,3rd,Queenstown,Ireland,29.0206,4.0,1.0,no
1010,male,8.0,3rd,Queenstown,Ireland,29.0206,4.0,1.0,no
1011,female,39.0,3rd,Queenstown,Ireland,29.0206,0.0,5.0,no
1012,male,23.0,2nd,Cherbourg,,15.0,0.0,0.0,no
1013,male,0.75,2nd,Southampton,England,18.15,1.0,1.0,yes
1014,male,3.0,2nd,Southampton,England,18.15,1.0,1.0,yes
1015,female,24.0,2nd,Southampton,England,18.15,2.0,3.0,yes
1016,female,58.0,2nd,Southampton,England,10.1,0.0,0.0,yes
1017,male,22.0,1st,Cherbourg,,135.1208,0.0,0.0,no
1018,female,22.0,3rd,Southampton,Finland,39.1309,0.0,0.0,no
1019,male,35.0,3rd,Southampton,Finland,7.0206,0.0,0.0,no
1020,female,22.0,3rd,Queenstown,Ireland,7.1405,0.0,0.0,yes
1021,male,69.0,3rd,Southampton,England,14.1,0.0,0.0,no
1022,female,64.0,3rd,Southampton,England,14.1,0.0,0.0,no
1023,female,43.0,1st,Southampton,United States,211.0609,0.0,1.0,yes
1024,male,50.0,3rd,Southampton,England,14.1,1.0,0.0,no
1025,female,48.0,3rd,Southampton,England,14.1,1.0,0.0,no
1026,male,45.0,1st,Cherbourg,England,247.1006,0.0,0.0,no
1027,male,31.0,1st,Southampton,United States,50.0911,0.0,0.0,no
1028,male,18.0,2nd,Southampton,England,10.1,0.0,0.0,no
1029,male,30.0,3rd,Southampton,Wales,8.01,0.0,0.0,no
1030,male,45.0,1st,Southampton,United States,26.11,0.0,0.0,yes
1031,male,49.0,3rd,Southampton,Norway,7.1506,0.0,0.0,no
1032,male,39.0,1st,Southampton,United States,50.0,0.0,0.0,no
1033,female,2.0,3rd,Southampton,Finland,20.0403,1.0,1.0,no
1034,female,41.0,3rd,Southampton,Finland,20.0403,0.0,2.0,no
1035,male,18.0,3rd,Southampton,Finland,20.0403,1.0,1.0,no
1036,female,33.0,1st,Cherbourg,France,27.1405,0.0,0.0,yes
1037,male,46.0,1st,Cherbourg,United States,79.0,0.0,0.0,no
1038,male,36.0,1st,Southampton,Canada,40.0206,0.0,0.0,no
1039,female,33.0,1st,Southampton,England,86.1,0.0,0.0,yes
1040,female,26.0,3rd,Southampton,Austria,8.01,0.0,0.0,yes
1041,male,46.0,1st,Cherbourg,United States,59.08,1.0,0.0,no
1042,female,54.0,1st,Cherbourg,United States,59.08,1.0,0.0,yes
1043,male,55.0,3rd,Southampton,England,8.01,0.0,0.0,no
1044,male,59.0,1st,Southampton,Peru,26.11,0.0,0.0,no
1045,female,22.0,2nd,Southampton,Channel Islands,10.1,0.0,0.0,yes
1046,male,17.0,3rd,Southampton,England,8.01,0.0,0.0,no
1047,male,24.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
1048,male,30.0,3rd,Queenstown,Ireland,24.03,0.0,0.0,no
1049,male,13.0,1st,Cherbourg,United States,262.0706,2.0,2.0,yes
1050,female,18.0,1st,Cherbourg,United States,262.0706,2.0,2.0,yes
1051,female,21.0,1st,Cherbourg,United States,262.0706,2.0,2.0,yes
1052,male,61.0,1st,Cherbourg,United States,262.0706,1.0,3.0,no
1053,female,48.0,1st,Cherbourg,United States,262.0706,1.0,3.0,yes
1054,male,30.0,3rd,Cherbourg,Lebanon,7.0407,0.0,0.0,no
1055,male,27.0,3rd,Cherbourg,Lebanon,7.0406,0.0,0.0,no
1056,male,47.0,1st,Southampton,England,30.1,0.0,0.0,yes
1057,male,19.0,3rd,Queenstown,Ireland,7.1407,0.0,0.0,no
1058,male,17.0,3rd,Southampton,England,7.111,0.0,0.0,no
1059,male,43.0,3rd,Southampton,Norway,7.05,0.0,0.0,no
1060,male,13.0,3rd,Southampton,England,69.11,8.0,2.0,no
1061,male,5.0,3rd,Southampton,England,69.11,8.0,2.0,no
1062,female,8.0,3rd,Southampton,England,69.11,8.0,2.0,no
1063,female,14.0,3rd,Southampton,England,69.11,8.0,2.0,no
1064,female,10.0,3rd,Southampton,England,69.11,8.0,2.0,no
1065,female,21.0,3rd,Southampton,England,69.11,8.0,2.0,no
1066,male,18.0,3rd,Southampton,England,69.11,8.0,2.0,no
1067,male,17.0,3rd,Southampton,England,69.11,8.0,2.0,no
1068,male,20.0,3rd,Southampton,England,69.11,8.0,2.0,no
1069,male,45.0,3rd,Southampton,England,69.11,1.0,9.0,no
1070,female,45.0,3rd,Southampton,England,69.11,1.0,9.0,no
1071,female,24.0,1st,Cherbourg,,69.06,0.0,0.0,yes
1072,male,24.0,3rd,Southampton,Sweden,9.0606,0.0,0.0,no
1073,female,21.0,3rd,Southampton,Norway,7.13,0.0,0.0,yes
1074,male,43.0,1st,Southampton,United States,26.0,0.0,0.0,yes
1075,male,29.0,3rd,Southampton,United States,7.1806,0.0,0.0,no
1076,male,17.0,3rd,Cherbourg,Lebanon,21.1307,2.0,0.0,no
1077,male,40.0,3rd,Cherbourg,Lebanon,21.1307,2.0,0.0,no
1078,male,16.0,3rd,Cherbourg,Lebanon,21.1307,2.0,0.0,no
1079,female,1.0,3rd,Southampton,Sweden,16.14,1.0,1.0,yes
1080,female,4.0,3rd,Southampton,Sweden,16.14,1.0,1.0,yes
1081,female,24.0,3rd,Southampton,Sweden,16.14,0.0,2.0,yes
1082,male,21.0,3rd,Southampton,Belgium,9.1,0.0,0.0,yes
1083,male,19.0,3rd,Southampton,England,8.01,0.0,0.0,no
1084,male,24.0,3rd,Southampton,England,8.01,0.0,0.0,no
1085,male,22.0,3rd,Queenstown,Ireland,7.1406,0.0,0.0,no
1086,female,35.0,1st,Cherbourg,Germany,57.15,1.0,0.0,yes
1087,male,29.0,3rd,Southampton,Belgium,9.1,0.0,0.0,yes
1088,male,22.0,2nd,Southampton,England,13.0,0.0,0.0,no
1089,male,42.0,3rd,Southampton,,7.1711,0.0,0.0,no
1090,male,28.0,2nd,Southampton,England,13.0,0.0,0.0,no
1091,male,10.0,3rd,Cherbourg,Lebanon,4.0,0.0,0.0,no
1092,female,30.0,1st,Southampton,,31.0,0.0,0.0,yes
1093,male,34.0,1st,Southampton,United States,26.11,0.0,0.0,yes
1094,male,35.0,3rd,Southampton,Ireland,,,,no
1095,male,29.0,2nd,Southampton,England,26.0,0.0,0.0,no
1096,male,27.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
1097,male,19.0,3rd,Cherbourg,,7.0406,0.0,0.0,no
1098,male,55.0,3rd,Southampton,England,15.02,0.0,0.0,no
1099,female,25.0,2nd,Southampton,United States,26.0,0.0,1.0,yes
1100,male,26.0,3rd,Cherbourg,Lebanon,7.0406,0.0,0.0,no
1101,female,20.0,3rd,Queenstown,Ireland,7.1607,0.0,0.0,yes
1102,male,22.0,3rd,Southampton,England,8.01,0.0,0.0,no
1103,female,40.0,1st,Southampton,United States,153.0903,0.0,0.0,yes
1104,female,17.0,2nd,Southampton,Finland,13.0,0.0,2.0,yes
1105,male,35.0,1st,Southampton,United States,26.0509,0.0,0.0,yes
1106,female,39.0,1st,Cherbourg,United States,55.18,1.0,0.0,yes
1107,male,51.0,1st,Cherbourg,United States,55.18,1.0,0.0,no
1108,male,40.0,3rd,Southampton,England,8.01,0.0,0.0,no
1109,male,56.0,1st,Southampton,Switzerland,35.1,0.0,0.0,yes
1110,female,20.0,2nd,Southampton,England,36.15,0.0,0.0,yes
1111,female,30.0,2nd,Southampton,Finland,13.0,0.0,0.0,yes
1112,male,22.0,3rd,Cherbourg,Turkey,7.0407,0.0,0.0,no
1113,male,20.0,3rd,Southampton,England,8.01,0.0,0.0,no
1114,male,40.0,3rd,Southampton,Bosnia,7.1711,0.0,0.0,no
1115,male,21.0,3rd,Southampton,United States,7.1806,0.0,0.0,no
1116,female,18.0,3rd,Southampton,Finland,6.0911,0.0,0.0,yes
1117,male,59.0,2nd,Southampton,Sweden,13.1,0.0,0.0,no
1118,male,5.0,3rd,Southampton,United States,27.18,3.0,2.0,no
1119,male,11.0,3rd,Southampton,United States,27.18,3.0,2.0,no
1120,female,9.0,3rd,Southampton,United States,27.18,3.0,2.0,no
1121,female,2.0,3rd,Southampton,United States,27.18,3.0,2.0,no
1122,female,43.0,3rd,Southampton,Sweden,27.18,1.0,4.0,no
1123,male,40.0,3rd,Southampton,Sweden,27.18,1.0,4.0,no
1124,male,42.0,3rd,Southampton,,7.1711,0.0,0.0,no
1125,female,30.0,2nd,Queenstown,Canada,12.07,0.0,0.0,yes
1126,male,35.0,2nd,Southampton,England,10.1,0.0,0.0,no
1127,male,20.0,3rd,Southampton,England,8.01,0.0,0.0,no
1128,male,28.0,1st,Southampton,United States,35.1,0.0,0.0,yes
1129,male,56.0,1st,Southampton,England,26.11,0.0,0.0,no
1130,male,37.0,3rd,Southampton,Croatia,8.1303,0.0,0.0,no
1131,female,49.0,2nd,Southampton,England,13.0,0.0,0.0,yes
1132,male,56.0,1st,Cherbourg,France,30.1311,0.0,0.0,no
1133,male,24.0,1st,Cherbourg,United States,60.0,1.0,0.0,no
1134,male,57.0,1st,Southampton,England,26.0,0.0,0.0,no
1135,female,18.0,1st,Cherbourg,United States,60.0,1.0,0.0,yes
1136,female,18.0,3rd,Queenstown,Ireland,7.1408,0.0,0.0,yes
1137,male,27.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
1138,male,24.0,1st,Southampton,United States,82.0504,1.0,0.0,yes
1139,female,23.0,1st,Southampton,United States,82.0504,1.0,0.0,yes
1140,male,25.0,2nd,Southampton,England,13.0,0.0,0.0,no
1141,male,19.0,3rd,Southampton,Norway,7.13,0.0,0.0,no
1142,male,31.0,3rd,Southampton,England,8.01,0.0,0.0,no
1143,male,23.0,3rd,Southampton,England,8.01,0.0,0.0,no
1144,male,6.0,1st,Cherbourg,United States,134.1,0.0,2.0,yes
1145,male,45.0,1st,Cherbourg,United States,134.1,1.0,1.0,yes
1146,female,39.0,1st,Cherbourg,United States,134.1,1.0,1.0,yes
1147,female,48.0,1st,Cherbourg,United States,146.1005,1.0,0.0,yes
1148,male,57.0,1st,Cherbourg,United States,146.1005,1.0,0.0,no
1149,male,31.0,3rd,Southampton,England,8.01,0.0,0.0,no
1150,male,32.0,1st,Southampton,Switzerland,30.1,0.0,0.0,yes
1151,male,23.0,3rd,Southampton,Bulgaria,7.1711,0.0,0.0,no
1152,male,33.0,3rd,Cherbourg,Croatia,8.1309,0.0,0.0,no
1153,female,24.0,3rd,Southampton,England,7.11,0.0,0.0,yes
1154,male,22.0,3rd,Southampton,England,8.01,0.0,0.0,no
1155,male,42.0,2nd,Cherbourg,United States,15.0,0.0,0.0,no
1156,male,62.0,1st,Southampton,England,26.11,0.0,0.0,no
1157,male,54.0,1st,Cherbourg,United States,55.081,1.0,0.0,yes
1158,female,43.0,1st,Cherbourg,Ireland,55.081,1.0,0.0,yes
1159,female,52.0,1st,Cherbourg,United States,78.0504,1.0,0.0,yes
1160,male,64.0,1st,Cherbourg,United States,27.1405,0.0,0.0,no
1161,male,24.0,2nd,Southampton,England,10.1,0.0,0.0,no
1162,female,61.0,1st,Southampton,United States,80.0,0.0,0.0,yes
1163,male,59.0,3rd,Southampton,England,,0.0,0.0,no
1164,male,19.0,3rd,Southampton,Bulgaria,7.1711,0.0,0.0,no
1165,female,22.0,3rd,Southampton,Finland,9.1609,0.0,0.0,no
1166,male,30.0,3rd,Southampton,Finland,7.1806,0.0,0.0,yes
1167,male,67.0,1st,Southampton,United States,221.1507,1.0,0.0,no
1168,female,63.0,1st,Southampton,Germany,221.1507,1.0,0.0,no
1169,male,27.0,3rd,Southampton,Croatia,8.1303,0.0,0.0,no
